start	end	text
999680	1004960	calculation which is no which we call balance factor and what is this balance factor that height
1004960	1011680	of left subtree minus height of right subtree okay and the valid values for the balance
1011680	1017760	factor is no minus 1 0 or plus 1 so what we say essentially say that no if the height of the
1017760	1024320	left subtree and right subtree are same for a node let's say then it's perfectly alright but if
1024320	1031120	it is not let's say same I can accept a difference of one at max so this is no essentially what we
1031120	1036960	are saying okay and I had to allow that no difference of one because of that no simple case which I
1037040	1042080	mentioned right where we have only two element and we cannot actually do anything with those two
1042080	1049520	element but two no we have to actually allow this you know difference of one okay so so valid
1049520	1056880	values values for this balance factor is minus 1 0 and plus 1 and remember that no this balance
1056880	1064800	factor so these valid values has to be true for every node in the tree okay it's not like I mean
1065120	1070880	we are talking about only the root node maybe for root maybe I mean there may be you know some
1070880	1076720	special cases of BST where root node is not complaining because it's left no subtree and right
1076720	1081680	subtree has the same height but some somewhere down the line I mean there may be a no height
1081680	1088640	imbalance okay so we have to check this for every node in the you know binary surgery and if
1088640	1094320	this invariant is true for every node in the binary surgery then only we will call that binary
1094560	1102880	such to be a balanced no height balance tree okay for example I mean a very quick example let me
1102880	1110080	know increase the font of this so that no things are a bit clear okay now so this is a very you know
1110080	1117040	a small example to show you how can we calculate the balance factor okay so when we talk about
1117040	1122880	no this E and D since no they are anyway the leaf node the last node they don't have left
1122880	1129680	child alright child so these nodes can never be you know reason for imbalance in your tree okay so
1129680	1135920	at least I mean you can be sure about the leaf node but what if I go just one to the parent of
1135920	1144880	the leaf node okay so so again I mean C is the parent for this you know leaf node E and what is
1144880	1152160	the height of the left subtree on C there's nothing right so we say that the height is no zero
1152160	1159520	here the left subtree but what about the height of the right subtree is one right I mean because no
1159520	1166160	E is there so now if you take the difference of left subtree minus right subtree and try to
1166160	1172000	calculate the balance factor for this particular node C what do you get so zero minus one gives you
1172000	1179280	minus one right so C C's no balance factor is minus one so C will also not complain right because
1179280	1186720	we will allow one difference in in in the height of left subtree and right subtree okay so what
1186720	1192160	about B I mean if you calculate the balance factor of B what will you get now left subtree has
1192160	1196720	a height one but the right there is no right subtree here right I mean so the height of the right
1196720	1201760	subtree is zero so if you find the difference between the height of left subtree and right subtree
1201760	1211520	you will get a plus one okay so B as well as C both cannot complain because for both of them the
1211520	1216400	balance factor is actually plus one and minus one and which is allowed okay and also balance
1216400	1222640	factor of you know zero is allowed because that's the ideal case where you know both left subtree
1222640	1231440	and the right subtree has the same value or same height okay so what about A so if if you look
1231440	1239440	at A no the left subtree of A has a height two and the right subtree of height no A also has
1239440	1247840	height two so in this case also when we calculate the balance factor of A we get zero okay and this
1247840	1254800	is what we have summarized here right if we calculate this balance factor for each of the node
1254800	1260560	in the tree which can be no problematic except the no leaf node we figured out that the value for
1260560	1266800	each of these nodes where either zero one or minus one so if the value is for each of the node is
1266800	1271920	no either zero one or minus one we are happy we would say in this case that the
1272560	1280080	binary system is a balanced tree okay it's a height balance tree okay so this is a perfect you
1280080	1284960	know I mean this is perfectly alright from no the balance point of view or this balance factor
1284960	1291440	point of view because every node qualified our invariant or the no criteria that we put
1292160	1298160	for it to be a balanced tree but what about this tree I mean if you look at this I mean this
1298160	1304880	certainly looks like you know a skewed like left skewed binary system and you know by just
1304880	1313280	looking at it we would like to call it an unbalanced tree but can we figure out I mean which of
1313280	1323680	the node will complain and be the cause of the no unbalanced that is there in this tree okay so again
1323680	1328480	I mean with C there can't be any problem right because this is leaf node with B if you calculate
1328480	1334720	again there is a left tree which has height one but the right sub tree is missing so if you
1334720	1342000	know calculate the balance factor for this B we get plus one but in case of A if you calculate
1342000	1346960	again the balance factor there is nothing on the right but left sub tree has height two so if
1346960	1351760	you know calculate the difference the balance factor becomes plus two and this is the point I
1351760	1359200	mean this is the node that will now start company right because we could find out a node for which
1359200	1366160	the balance factor is not in this set no zero one or minus one no we we got a balance factor which
1366160	1374320	is plus two okay so this is the problematic node and hence we will not call this BST
1375920	1383440	a height balance no BST okay so this is the node which is causing the imbalance in the tree
1386240	1391360	okay so I hope I mean now you know it's clear to you what what is no balance factor and how to
1391440	1397280	calculate balance factor and how to figure out which which of the node may cause you know
1398000	1405920	may be the reason for a BST to not be a height balance by this is tree okay so now
1407920	1412400	no so if your tree is not you know balance then I mean we already discussed right this thing so
1412400	1419600	you can just read it so these are some of the drawback that you get and to counter this you know
1419600	1426560	difference in height of the left subtree and right subtree for any node we we thought we talk
1426560	1432000	about this height balance tree and there are three popular height balance tree which you can
1432000	1436720	know finding any other structure and algorithm book so they are known as avial tree red
1436720	1443600	black tree and B tree so what we discussed today is this avial tree you know we will discuss one
1443600	1450720	way to mitigate this on no imbalance in a binary search tree okay and that is the wire is no
1450720	1459520	avial tree so avial tree or nothing but binary search tree with an additional requirement that
1461040	1467200	the balance factor that we define just now for every node so the balance factor for any node in
1467200	1474800	the tree has to be you know one among these three values that plus one minus one or zero okay
1476160	1480720	so we will implement avial tree using you know the same dictionary and recursion pattern that
1480720	1486000	you already know in fact I am not going to implement this and this is going to be a you know
1486000	1493680	homework for you assignment for you so we will you know discuss about the idea of the height
1494080	1502240	avial height balance tree and different operations that you have to perform to balance the height
1502240	1507280	whenever there is an imbalance in height of the left subtree and the right subtree okay so let's
1507280	1515600	go directly to this avial tree concept and try to understand so what is it so an avial tree
1516480	1523120	is a self balancing binary search tree that we want to you know implement that maintains its
1523120	1530320	balance through automatic rotation so that we will discuss about an operation which is called
1531440	1537600	you know rotation no in the context of binary search tree and we will see that by doing these
1537600	1544880	rotations you can immediately get rid of this no imbalance okay so whenever you figure out
1544880	1552160	that some node is complaining because their balance factor has no went out of this set
1552880	1558240	or you know their balance factors no absolute value is greater than one in that case we will
1558240	1563520	immediately apply one of these rotations that we are going to discuss today and balance that tree
1563520	1568800	okay so it should have properties of you know BST so it should maintain the binary
1569280	1575520	such tree you know ordering invariant which says that no everything in the left subtree should be
1575520	1580640	less than the parent and everything on the right subtree should be greater than the parent it should
1582160	1589920	maintain this balance property that for every node this should be true so I mean to maintain
1589920	1596240	this balance property the tree data structure should be no self balancing what do you mean by
1596240	1600960	self balancing because if you want to maintain this you know balance property then you have to do
1600960	1607200	something beyond simple insertion the way we did in no binary search tree right because in binary
1607200	1612720	search tree we just figured out what is the correct position and we kept there but after an insertion
1612720	1619360	let's say an already balanced binary search tree may become no imbalance you you also need to check
1619440	1627200	whether this last insertion made my binary search tree imbalance and in that case if you figure out
1627200	1632480	that the no binary search tree now had become imbalance you need to do something to do something
1632480	1637680	to correct this imbalance that's what we call you know self balancing so this will be part of
1637680	1644400	every you know insert or delete an operation that you do on this kind of you know
1644400	1649520	white balance tree okay so this has to be taken care by those operations which tries to modify
1649520	1656640	this data structure okay so so let's you know quickly again revisit what what was the balance
1656640	1663200	factor so balance factor was height of less sub tree minus height of right subtree now I leave it
1663200	1669360	again as a homework to define this height function right because right now we are talking about height
1670160	1676240	in a intuitive way right we roughly understand what does a height mean for a tree but can you
1676240	1682320	also you know define a function to calculate this height no for a given tree so do that okay so
1682320	1687200	nitric that again as a no homework try to define this no height function which can calculate the
1687200	1691920	height of a given tree and then once you have that function you will also have a function to
1691920	1697680	calculate balance factor and we need to store the balance factor for each of the node because
1697680	1705360	you know we we want to maintain this invariant okay we already discussed it that no
1705360	1711040	a military always maintains the you know balance and if you can maintain the balance then you can
1711040	1717600	ensure that you know you can do all these no update and search operation on this no data
1717760	1725520	structure in out the order of log and you know time okay so this is again you know an example of
1727440	1731920	height balance tree because here I mean you can see that no all the node has been a balance factor
1731920	1739040	either you know zero or minus one or plus one so you can actually again revisit this
1739040	1750320	BST on your own and check whether this is a balanced BST now let's talk about know the some some
1750320	1760160	scenarios that can cause imbalance and in those scenario what can we do to let's say you know
1760160	1768400	recover from that imbalance and no make it balance okay so there are four types of rotation
1768880	1777120	that we will discuss just now which can help us regain the balance from an unbalanced tree okay so
1777120	1785360	so let's discuss them one by one okay so the very first type of rotation that we talk about
1785360	1790560	is called no left left rotation okay so
1790640	1801920	so so what is the scenario so for example I mean assume that initially your tree was no balanced
1801920	1807600	okay so this is again I mean a very simplistic example I mean this may not be the most general
1807600	1816320	case but somehow these four you know cases captured the general all possible scenario that might
1816320	1823280	happen in your actual BST that you are you know updating okay so let me talk about the very
1823280	1829840	simplistic case you know using the simplest kind of example where we first time encounter some
1829840	1837520	in imbalance so the very first case is the scenario where your node is left heavy and left child
1837520	1844240	is left heavy or balanced so what does it mean so to understand this no assume that initially you
1844240	1855040	had created a BST which had only A and B okay and B is on the left hand side of A or is B is a
1855040	1861600	left child of A okay so assume that your BST only has this no A and B initially so why did you
1861600	1871200	put B by the way on the left hand side as a left child of A because you know B had a value which
1872000	1878960	less than the value of A right so that that's the only reason why you would put B as a left child of A
1880800	1888240	and so at so at the time let's say another C arrived which has value even lesser than B
1889120	1893840	okay so till the point when you had only A and B in your tree was the tree
1894480	1902320	the unbalanced it was balanced so if you had only A and B you you say I mean your tree was not
1902320	1907600	unbalanced right because no for B it was not B you cannot complain and A will also not
1907600	1915920	complain why because the balance factor for A was 1 but as soon as you add a C which is no
1915920	1923760	less than you you have to insert C here because C's value is less than B so in that moment it's
1923760	1930480	itself so we will not complain but then A will start complaining okay so this is no the scenario
1930480	1939040	that you are inserting into the left subtree of the left child okay so initially if your tree was
1939040	1946000	you know balanced but if your current you know insertion is in the left subtree of the left child
1946000	1952400	then you might encounter this kind of situation right because the final place where you inserted C
1954560	1962320	is on the left subtree of A so initially it was balanced but then now it can become unbalanced
1962320	1969920	so right so I hope I mean this is clear why this is an unbalanced tree because for A if you
1969920	1975040	calculate the balance factor you can see the left child subtree has high 2 but there is nothing
1975040	1983040	on the right okay so the moment you insert C at that moment itself A will start complaining
1984480	1991280	right because for the first time balance factor went no beyond the allowed set of minus 1 0 and 1
1994400	1999760	okay so the moment we encounter such a scenario where you know this is the case that your
1999760	2006640	balance factor for the node becomes plus 2 so we can do something very simple to correct this
2006640	2015760	balance factor so can I convert this tree into this tree without violating any of the property of
2015760	2025280	BST if I can let's say do this I mean if let's say somehow you know one can transform this tree
2025280	2032800	into this bottom tree without violating the property of BST then I would be happy right because
2032880	2037440	then I will do this transformation and make the tree balance because you see one of the advantage is
2037440	2047360	that the bottom tree that you are seeing is a balanced tree right but if it is also a BST then
2047360	2052320	there should not be a issue right then I whenever I see such such a circumstances you know happening
2052320	2058800	I will immediately you know transform this kind of you know tree or subtree into this kind of tree
2059520	2068480	okay so why this is a valid transformation in this particular case so what have we done what we
2068480	2081280	say is now we make you know B parent and A the right child of B and see let with the left child
2081760	2090800	of B right so initially also if you see C was the left child of B right so it's same right so
2090800	2097680	there is C and B cannot complain with respect to each other why because anyway C's value was
2097680	2105280	less than you know B so C can happily sit on the left subtree of B but can A go to the right subtree
2105280	2118560	of B is it a problem or it's allowed since A was parent of B and B was the left child of A
2119520	2127280	you already know that the value of A must be greater than the value of B right because B is
2127280	2133840	sitting on the left hand side of left subtree of A so you know that the A's value is greater than
2133840	2141760	B so if A's value is greater than B the moment you make you know B parent and keep A on the right hand
2141760	2149120	side it should not complain right because this is a valid BST property right now according to the BST
2149120	2157760	ordering property this is allowed okay B can become parent of A when A is the right child of B
2158720	2162400	because you know BST says that everything on the right subtree should be greater than
2163920	2169520	the parent okay so transforming you know this tree into this tree
2172960	2180480	doesn't break the BST ordering property okay so at least it's not so if you transform this
2180480	2188480	you know this BST into this BST so then if you transform this tree or this BST into this tree
2189280	2194320	it's not breaking the you know ordering property so at least one of the ordering property one of
2194320	2200400	the essential property of the BST you could you know easily check that it's not being broken but
2200400	2205760	about the other property the other property was the structural property right so are we breaking
2205760	2211280	the structural property you know by you know transforming this tree into something like this
2211760	2218320	are we let's say you know introducing nodes for which there are more than two
2219040	2226880	child no right because no for each of the no you can see there are at most two children right so
2226880	2232560	neither we are breaking a structural property nor we are breaking the you know ordering property
2232560	2238240	right so if we are not doing if we are not breaking both then I will certainly transform it into
2238320	2244560	this form why because the advantage is by transforming you know this you know tree which was
2245760	2253280	troublesome due to this node which has a balance factor of plus two by transforming this into
2253280	2258800	this we actually get rid of that no balance factor problem now in this tree if you calculate
2258800	2263680	again the balance factor you will see that no balance factor for every node is within a
2263680	2272160	loud range of you know minus one zero and one okay so that's why you know this kind of transformation
2272160	2280400	you can easily do to recover from this kind of no imbalance that has been introduced by the last
2280400	2286480	insertion that happened here okay so this is what we call you know LL or you know right rotation so
2286480	2292400	why we are calling it right rotation rotation by the way because see I mean a
2294640	2301200	c b and a where in this form right and then a now comes to the right of b okay so this is no
2301200	2309280	like you know right you're rotating it in a from top to the right set I write I mean so so if you
2309280	2313840	can you know justify this name then it's good otherwise also it's okay I mean but I mean this
2313840	2323200	kind of thing is we call right rotation okay so so the second kind of you know rotation that
2324400	2333680	we use to get rid of this kind of you know imbalances what we call RR or left rotation okay so this
2333680	2337760	just the opposite case of the previous one that we have discussed again I mean assume that a b
2337840	2344640	we are already you know in your tree in this order so since they were in this order you know that
2344640	2353440	a was I had a value which is less than b at that time it did not complain but as soon as you
2353440	2359360	added a c it started complaining right why it started complaining because the balance vector of a
2359360	2366800	now becomes minus two so it's then you know you know it's not a balanced tree anymore
2368560	2375040	now with this kind of our tree can we transform this tree into this without breaking the BST
2375040	2381120	property and achieving balance right because to the one advantage you clearly see is that if you
2381120	2387120	can transform this into this you certainly you know now maintain the balance right because whatever
2387120	2395360	was causing imbalance you could get rid of that okay so if we are not breaking the BST property
2396000	2401680	both structural and ordering property then we should be happy and this this is perfectly
2402480	2407120	know doable thing right this kind of transformation you can easily do to maintain the
2407120	2413360	imbalance factor okay and you can convince yourself that this is again allowed right because
2414080	2418240	b and c are not changing their position with respect to each other right b was earlier also
2418240	2425520	parent of c now also b is parent of c the only thing that you did is that you made a now the left
2425520	2439200	child of b okay so if you make a left child of b is it allowed this is perfectly all right because
2439280	2450880	it was any way less than b so it can come in the left subtree of b okay so think about it
2450880	2456400	no again I mean in your free time and try to convince that this is a perfectly valid transformation
2457600	2463600	which maintains the BST property okay so by doing this kind of transformation you will not
2464000	2470320	break any of the essential property for you know BST okay so this is a second scenario
2470960	2477600	but I mean scenario can be no different than these two cases I mean and these two are again I
2477600	2483120	mean I'm trying to emphasize that these two are very simplistic cases in your general binary
2484000	2492160	such tree at the moment these you know height balance properties you know broken maybe more complex
2492160	2497280	and general than this but if you understand these things properly you can easily figure out what
2497280	2503680	kind of transformation you need to do in the most general case okay so the simplistic cases are
2503680	2508160	which you need to understand to understand the logic and once you understand the logic I leave it
2508160	2513760	as an exercise for you to think about the most general case in which know these kind of
2513760	2519280	imbalances may be introduced in your binary such tree and in that case I mean what will be
2519280	2524240	the suitable transformation that you will apply to get rid of no these kind of imbalances okay
2524240	2529040	so these are very simple cases so this is called right right rotation and you know you can see
2529040	2537600	that this is also no valid the third case will can be something like this okay where you are
2537600	2545040	introducing a C so I remember again AB will not complain when they are alone in the tree
2545120	2553760	but as soon as you insert a element C which is less than A but greater than B so C will now come
2555280	2562400	towards the right side of you know B right as in the right subtree of B remember this case three
2562400	2568400	is not same as you know case one right you were in the case one C was less than B so it came
2568480	2575680	toward to this end but right now what we are saying is although C was less than A so it went into
2575680	2581280	the left subtree but it was no greater than B so it came here right so this is the know the situation
2581280	2590800	when it can know happens like you know first right so if this is the case then can we
2591440	2595280	no recover from this kind of imbalance and again you can see that there is an imbalance
2595440	2602080	because for A the left subtree has high two but there is no right subtree so the imbalance
2602080	2608880	no or the balance factor is plus two so A will complain how to get rid of or you know this kind
2608880	2614720	of imbalance so we will say that we can get rid of this kind of imbalance in two steps
2615760	2624000	okay the very first step is you change the position of B and C with respect to each other
2625280	2631760	okay what we say is that you know instead of a B being parent of C now makes C parent of B
2633520	2638480	because this is what we call left no rotation the first rotation is left that you know you take
2638480	2647920	a C to the top and remove you know move B to the as a left child of C okay so again I mean is
2647920	2653120	it allowed I mean is it a valid thing to do if I do this kind of transformation will I break some
2653120	2660240	property now remember I mean if you just change the relative position of B and C A will not
2660240	2668000	complain right why because both B and C where smaller than A that's why they are on the left
2668000	2675920	subtree of A and even after the transformation they are on the left subtree of A right so A has no
2675920	2680880	problem right because no B C where earlier also on the left subtree now also B and C are on the
2680880	2692720	left subtree but what about B and C can C complain because now C is a no left child which is B
2694640	2700480	so the left child has to be less right it's value has to be less than C
2701280	2705920	so if that was the case then C should not complain right and was that the case
2706240	2712480	so if you see the previous no tree structure that was the case right that the value of B was
2712480	2718960	actually less than C so if the value of B was less than C then I can happily make C parent of B
2719840	2727200	and keep B no as the left child of C okay so again I mean it is not difficult to convince yourself
2727200	2734000	that we can transform this trade to this without breaking the BST property right both
2734000	2739840	structure and the ordering property okay but remember we did not achieve anything right because
2739840	2748800	here also if you see the balance factor for A will be plus 2 okay so by doing just this transformation
2748800	2756960	we could not get rid of this imbalance so we are still we are having non balanced tree
2757040	2766720	but once you do this operation we do a second rotation and that solves our problem okay
2766720	2771760	so in the second step what we say is now we apply a right rotation now you remember I mean
2771760	2779200	this is a familiar structure that you have already seen right AC and B all are in no left skewed
2779200	2784720	right I mean your tree is very simple right now and for this kind of imbalance we have already
2784720	2791360	a solution right remember this was the very first solution that we did right so for this kind
2791360	2797120	of scenario what we did was a right rotation right this is what we call right rotation so what
2797120	2804000	does what did we do we made the B the root and then push A to us right so this is why we call
2804000	2810640	right rotation okay so whatever was the root you just bring it to us the right hand side of B
2810640	2816640	so can we do that kind of right rotation here because we already you know or transform this into
2816640	2822320	something which we already fixed right we know how to fix this kind of thing so we just push A to
2822320	2830160	as a right child of C right so from here to here is what we already discussed and then this is
2830160	2835360	allowed right this is perfectly allowed but again I mean convince yourself by thinking
2835520	2842000	no slowly what this why this is allowed right because A was parent for C so certainly A was
2842000	2848240	greater than a value for of A was greater than C right because C is the left child of A the value
2848240	2858080	of A was greater than C then why can't A come on the right subtree of C and the moment you do
2858080	2864080	this transformation now you can see that wanted that this final tree is a balanced tree
2866080	2875120	okay so although not in one step but in two steps we can we could you know achieve a balanced
2875120	2880800	factor right which is desired it from here we went to this one which is certainly allowed we
2880800	2886240	have discussed why it is allowed and from here we went to this one which is again allowed
2886240	2893360	by the BST property and in this case now we also have you know balance so our tree is high
2893440	2899040	balance okay so so we can actually transform this into something like this without any problem
2899920	2904800	so this is the third scenario that something like this may you know happen in your
2906400	2913760	no modification of BST and when will it happen when when you're you're inserting something
2913760	2920160	into the right subtree of your left child okay so if let's say the last element that you are
2920160	2927280	trying to insert is onto the into the no right subtree of your left child of the tree then
2927280	2931840	this kind of thing might happen but then think carefully because no situation may not be as
2931840	2939760	simple as this because what we are saying is you're inserting C as the right subtree of B but
2939760	2946000	there may be something here also right and the C may not go immediately after B but somewhere
2946080	2950240	down the line right so that's the most general case I was referring from the very beginning
2950240	2956160	but I'm not giving you a complete explanation of what you should do in those kind of scenario scenario
2956800	2963920	think carefully and come up with a you know a nice way of dealing those general kind of scenario
2963920	2969760	but if you understand this simple transformation on this simple tree properly it should not be
