start	end	text
614600	619120	Once we learn this, we will go to, you know, lists and related algorithms, then we move
619120	625320	to functions and later on we go and see how to, you know, handle this runtime error that
625320	626320	I was talking about.
626320	632120	I mean, how to write properly, you know, exception handling code inside Python.
632120	636760	We then move on to, you know, higher end, some higher end concept like recurs and dictionary
636760	642320	data structure and we would try to bring some real, you know, example of data structure
642320	645800	where recursion and dictionary becomes really, you know, useful.
645800	652160	So, you know, at this point in time, in our course, we will introduce you to one data
652200	659880	sense, you know, project and this project will help you understand how to design a overall,
659880	663480	you know, ML workflow inside Python itself, okay.
663480	672840	So, we will do some very, you know, foundational, you know, steps of any ML workflow like
672840	676840	exploratory data analysis, you know, machine learning and we will learn about the overall
676840	677840	machine learning pipeline.
677840	683400	I mean, how to create a model, how to train a model, how to hyper, do hyper, do hyper
683400	688800	parameter tuning and then after you get a model, how to, you know, do post model analysis
688800	692600	to figure out whether your model is reasonable or not.
692600	698760	So, this course is designed in a way so that I mean, you start from the very, you know,
698760	706080	basic and we go to a point where we can build a whole ML workflow from, you know, scratch
706120	708320	inside the Python ecosystem itself.
708320	715800	So, I hope, I mean, you will enjoy this learning process, wishing you all the best for upcoming
715800	717560	lecture from the next lecture onward.
717560	722760	We will dive deep into the core Python, you know, syntax and semantics.
722760	725920	So, that's until then, goodbye.
725920	727720	I will see you in the next video.
727720	727920	Bye.
